id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
856358360089180413,Rental unit in Antwerpen · ★3.92 · 3 bedrooms · 8 beds · 1 bath,165436938,Ella,,Sint-Andries,51.217478,4.3998542,Entire home/apt,71,1,24,2023-11-05,2.67,134,338,24,
856398807644422650,Rental unit in Antwerpen · ★3.64 · 3 bedrooms · 8 beds · 1 bath,165436938,Ella,,Sint-Andries,51.217478,4.3998542,Entire home/apt,71,1,13,2023-12-10,1.66,134,0,13,
856616603365502177,Rental unit in Antwerpen · 3 bedrooms · 4 beds · 1 bath,496406662,Ekaterina,,Kiel,51.1844206,4.3866207,Entire home/apt,130,6,1,2023-08-13,0.22,17,365,1,
856890694894488067,Rental unit in Antwerpen · ★4.95 · 1 bedroom · 1 bed · 1 bath,34861673,Vincent,,Zuid,51.2113052,4.3943663,Entire home/apt,134,2,21,2023-12-22,2.38,2,16,21,
857323303849696876,Condo in Antwerpen · ★5.0 · 2 bedrooms · 1 bed · 1.5 baths,507519176,Anne,,Markgrave,51.1953153,4.4034999,Entire home/apt,100,2,6,2023-07-23,0.77,1,33,6,
858748912851400019,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,487662519,Sima,,Centraal Station,51.21161,4.4192,Entire home/apt,70,1,5,2023-06-11,0.56,8,271,5,
859171095418028436,Rental unit in Antwerpen · ★4.33 · 1 bedroom · 2 beds · 1 bath,491918409,Taskin,,Linkeroever,51.22053,4.38125,Entire home/apt,,6,3,2023-09-08,0.33,17,0,3,
862159155257039820,Rental unit in Antwerpen · ★4.38 · 1 bedroom · 2 beds · 1 bath,5687914,Irina,,Historisch Centrum,51.22073,4.3984,Entire home/apt,69,1,24,2023-11-16,2.81,2,358,24,
862878077445009803,Home in Antwerpen · 1 bedroom · 1 bed · 1 bath,81903921,Floo,,Haringrode,51.20322,4.41905,Entire home/apt,79,150,0,,,1,329,0,
862944006706039650,Rental unit in Antwerpen · ★4.50 · 2 bedrooms · 1 bed · 2.5 baths,30085447,Diego,,Haringrode,51.20117811432297,4.419434326191305,Private room,62,2,10,2023-12-17,1.61,2,164,10,
862962850302653780,Home in Antwerpen · Studio · 1 bed · 1 bath,508491497,House Of Co,,Borgerhout Intra Muros Zuid,51.21569,4.42698,Private room,36,90,0,,,39,357,0,
863061517634887426,Bed and breakfast in Antwerpen · ★4.94 · 1 bedroom · 2 beds · 1 private bath,508712722,Joost,,Ekeren Centrum,51.2779243,4.4223361,Private room,61,2,16,2023-12-03,1.97,2,339,16,
863100974732001317,Bed and breakfast in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 private bath,508712722,Joost,,Ekeren Centrum,51.2779243,4.4223361,Private room,59,2,10,2023-10-08,1.24,2,339,10,
863678539402175088,Rental unit in Antwerpen · ★3.40 · 1 bedroom · 2 beds · 1 bath,69598578,Mi,,Stadspark,51.2072,4.4187,Entire home/apt,73,4,5,2023-09-19,0.66,1,297,5,
863718779865280846,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,199780717,Francisco,,Zurenborg,51.20988,4.42757,Entire home/apt,65,30,1,2023-05-07,0.13,1,132,1,
864252298073032538,Rental unit in Antwerpen · ★4.74 · 1 bedroom · 1 bed · 1 bath,167012230,Carlo,,Sint-Andries,51.21580624128226,4.3949878960847855,Entire home/apt,120,1,39,2023-12-17,4.72,2,359,39,
864333964019293155,Castle in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 private bath,269227464,Xenia,,Oud - Berchem,51.20157,4.4332,Private room,120,1,5,2023-12-17,0.66,3,358,5,
865041707638737658,Rental unit in Antwerpen · Studio · 1 bed · 1 bath,55116226,Philippe,,Amandus - Atheneum,51.22793,4.41767,Entire home/apt,60,2,0,,,1,15,0,
865123102069796886,Condo in Antwerpen · ★4.80 · 1 bedroom · 2 beds · 1 bath,455530955,Kristina,,Amandus - Atheneum,51.21934,4.42226,Entire home/apt,90,3,10,2023-12-21,1.52,1,141,10,
865633440894950725,Home in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,479467304,Kadir,,Hoboken - Centrum,51.18335,4.35246,Private room,48,1,3,2023-12-12,0.39,3,356,3,
865715164376205202,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 1 bed · 1 bath,487662519,Sima,,Centraal Station,51.212590835972954,4.420419931411743,Entire home/apt,88,1,9,2023-07-11,1.05,8,257,9,
865764076451095313,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,195195061,Hippolyte,,Zuid,51.20994,4.3959,Entire home/apt,190,2,0,,,1,88,0,
866018290513851108,Condo in Antwerpen · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,19817559,Stefanie,,Borgerhout Intra Muros Noord,51.21831,4.44332,Entire home/apt,65,7,5,2023-12-23,0.89,1,82,5,
866555075862832011,Home in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,479467304,Kadir,,Hoboken - Noord,51.18311,4.35423,Private room,66,15,3,2023-08-03,0.50,3,329,3,
867077719518923938,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 bath,79434903,Tobias,,Theaterbuurt-Meir,51.21456,4.40953,Entire home/apt,127,1,9,2023-11-17,1.13,4,358,9,
867944152845703675,Rental unit in Antwerpen · 1 bedroom · 4 beds · 1 bath,165436938,Ella,,Sint-Andries,51.2155957,4.3987162,Entire home/apt,94,1,2,2023-05-06,0.24,134,354,2,
868454268604553517,Condo in Antwerpen · ★4.71 · 3 bedrooms · 3 beds · 1.5 baths,41749602,Sonia,,Eilandje,51.227623220172745,4.40567247569561,Entire home/apt,150,2,7,2023-08-27,1.17,1,0,7,
868751173805970710,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,502321281,Peter,,Linkeroever,51.21893621981224,4.361915634918199,Entire home/apt,56,5,8,2023-10-31,1.14,2,238,8,
868898674242559000,Rental unit in Antwerpen · ★4.79 · 1 bedroom · 2 beds · 1 bath,487662519,Sima,,Centraal Station,51.212538328974475,4.420217089354992,Entire home/apt,88,1,19,2023-12-16,2.25,8,257,19,
868961849976047917,Rental unit in Antwerpen · ★4.42 · 1 bedroom · 1 bed · 1 bath,150798944,Lucas,,Oud - Berchem,51.1983249,4.431556,Entire home/apt,69,3,12,2023-09-30,1.49,3,61,12,
869276720672475509,Rental unit in Antwerpen · ★3.44 · 3 bedrooms · 7 beds · 2 baths,165436938,Ella,,Historisch Centrum,51.218785,4.4007362,Entire home/apt,71,1,9,2023-09-09,1.15,134,293,9,
869324493809191830,Rental unit in Antwerpen · ★4.95 · 2 bedrooms · 3 beds · 2.5 baths,244161050,Caroline,,Zuid,51.208568,4.3920061,Entire home/apt,200,2,19,2023-12-10,2.37,1,333,19,
870893763488353832,Condo in Antwerpen · ★4.71 · 2 bedrooms · 2 beds · 1 bath,182678477,Sleep Inn,,Historisch Centrum,51.2198713,4.3984607,Entire home/apt,218,1,21,2023-12-10,2.68,37,346,21,
870958229389235207,Rental unit in Antwerpen · 2 bedrooms · 3 beds · 1 bath,496406662,Ekaterina,,Stadspark,51.20627,4.41652,Entire home/apt,100,6,1,2023-07-22,0.19,17,364,1,
871003486665867193,Rental unit in Antwerpen · ★4.57 · 1 bedroom · 1 bed · 1 bath,23618489,Jo,,Sint-Andries,51.2158783,4.3969172,Entire home/apt,76,1,37,2023-12-23,4.46,6,132,37,
871491150280093250,Rental unit in Antwerpen · Studio · 3 beds · 1 bath,165436938,Ella,,Universiteitsbuurt,51.220847,4.4158503,Entire home/apt,71,1,2,2023-12-06,0.26,134,5,2,
871492891514005019,Rental unit in Antwerpen · ★4.68 · 1 bedroom · 2 beds · 1 bath,509701447,Gabriel,,Brederode,51.20462449999999,4.3925336,Entire home/apt,57,1,53,2023-12-10,6.41,2,336,53,
871605124032750431,Rental unit in Antwerpen · ★4.63 · 1 bedroom · 1 bed · 1 bath,9779460,Charlie,,Haringrode,51.20267,4.41616,Entire home/apt,92,2,8,2023-11-19,1.09,1,332,8,
871627108298923143,Home in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,52020337,Florane,,Linkeroever,51.2186,4.37641,Entire home/apt,94,4,0,,,2,27,0,
872353302616208348,Hotel in Antwerpen · 1 bedroom · 1 bed · 1 private bath,510631770,Tayla,,Universiteitsbuurt,51.22113,4.4063,Private room,298,1,0,,,2,362,0,
872973224020339485,Hotel in Antwerpen · 1 bedroom · 1 bed · 1 bath,510631770,Tayla,,Universiteitsbuurt,51.22273,4.40605,Private room,448,1,0,,,2,330,0,
873009425882256225,Loft in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,490330249,Bo,,Borgerhout Intra Muros Noord,51.21385,4.44079,Entire home/apt,140,7,1,2023-05-22,0.14,11,289,1,
873032315249713686,Loft in Antwerpen · 1 bedroom · 1 bed · 1 bath,490330249,Bo,,Borgerhout Intra Muros Noord,51.21464,4.43974,Entire home/apt,140,7,0,,,11,326,0,
873039453800071792,Loft in Antwerpen · 1 bedroom · 1 bed · 1 bath,490330249,Bo,,Borgerhout Intra Muros Zuid,51.21388,4.43913,Entire home/apt,75,28,0,,,11,316,0,
873046428877158715,Loft in Antwerpen · 1 bedroom · 1 bed · 1 bath,490330249,Bo,,Borgerhout Intra Muros Noord,51.21504,4.43954,Entire home/apt,75,28,1,2023-11-27,1,11,182,1,
873057758846427236,Loft in Antwerpen · 2 bedrooms · 3 beds · 1 bath,490330249,Bo,,Borgerhout Intra Muros Zuid,51.21355,4.43892,Entire home/apt,275,7,0,,,11,332,0,
873081848622012457,Loft in Antwerpen · 2 bedrooms · 4 beds · 1 bath,490330249,Bo,,Borgerhout Intra Muros Zuid,51.21384,4.44106,Entire home/apt,80,30,0,,,11,321,0,
873088934312435515,Loft in Antwerpen · 2 bedrooms · 4 beds · 1 bath,490330249,Bo,,Borgerhout Intra Muros Noord,51.21562,4.43967,Entire home/apt,75,30,0,,,11,334,0,
873092436072928954,Loft in Antwerpen · 2 bedrooms · 4 beds · 1 bath,490330249,Bo,,Borgerhout Intra Muros Noord,51.21483,4.44077,Entire home/apt,325,7,0,,,11,326,0,
873101301511598628,Loft in Antwerpen · 3 bedrooms · 6 beds · 1 bath,490330249,Bo,,Borgerhout Intra Muros Noord,51.2156,4.44099,Entire home/apt,115,7,0,,,11,321,0,
873107350188502252,Loft in Antwerpen · 2 bedrooms · 5 beds · 1 bath,490330249,Bo,,Nieuwdreef,51.24341,4.43275,Entire home/apt,70,12,1,2023-09-30,0.34,11,269,1,
873624497174737071,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,37963405,Barbara,,Deurne Zuid Oost,51.201754144949106,4.467274065606697,Entire home/apt,,2,1,2023-05-06,0.13,1,0,1,
873679179206084860,Rental unit in Antwerpen · ★4.78 · 3 bedrooms · 3 beds · 1.5 baths,465776254,Sarah,,Deurne Noord,51.23299343827455,4.452534139930232,Entire home/apt,112,2,40,2023-12-25,4.82,2,0,40,
874328157888984546,Rental unit in Antwerpen · ★4.76 · 2 bedrooms · 4 beds · 1.5 baths,327444295,Lucy,,Historisch Centrum,51.21855,4.40408,Entire home/apt,356,1,34,2023-12-18,4.88,7,272,34,
874485661109296313,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1 bath,483654819,Huswell,,Eilandje,51.23211,4.40924,Entire home/apt,249,2,12,2023-12-12,1.68,7,316,12,
874671676714325806,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 2 beds · 1 bath,327444295,Lucy,,Historisch Centrum,51.22011,4.40289,Entire home/apt,239,1,31,2023-12-18,4.06,7,0,31,
874690855666101825,Rental unit in Antwerpen · 1 bedroom · 3 beds · 1 bath,22713933,Dd,,Amandus - Atheneum,51.22147,4.42685,Entire home/apt,120,2,0,,,2,311,0,
874902983330674450,Condo in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,45468421,Michaël,,Amandus - Atheneum,51.22833,4.4237,Entire home/apt,64,5,4,2023-07-27,0.57,2,354,4,
875588687905641073,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,498672895,Illias,,Historisch Centrum,51.2185582,4.398518399999999,Entire home/apt,236,1,0,,,9,360,0,
875595115631499651,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,498672895,Illias,,Historisch Centrum,51.21925,4.39752,Entire home/apt,227,1,0,,,9,360,0,
876019383815257985,Condo in Antwerpen · ★4.88 · 2 bedrooms · 4 beds · 1.5 baths,49598993,Raf,,Eilandje,51.23136,4.41134,Entire home/apt,254,1,16,2023-11-22,2.04,2,351,16,
876097249337481392,Townhouse in Antwerpen · ★4.71 · 2 bedrooms · 3 beds · 1.5 baths,15589042,Kirsten,,Amandus - Atheneum,51.222924,4.419478199999999,Entire home/apt,120,2,17,2023-10-08,2.25,1,101,17,
876154578982469060,Rental unit in Antwerpen · ★4.36 · 1 bedroom · 1 bed · 0 shared baths,45513276,Lise,,Zurenborg,51.20829,4.43018,Private room,,2,22,2023-10-08,2.81,1,0,22,
876473425174300419,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,83907140,Didier,,Amandus - Atheneum,51.22588,4.41637,Entire home/apt,69,3,1,2023-08-17,0.23,3,169,1,
876481881877937303,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1 bath,36456000,Linda,,Historisch Centrum,51.21908657978315,4.3995515318771306,Entire home/apt,123,2,30,2023-12-17,4.23,3,306,30,
876565512239258621,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,1839854,Stijn&Magali,,Amandus - Atheneum,51.2199597,4.423176199999999,Entire home/apt,59,2,28,2023-12-12,4.86,2,264,28,
876722192552763525,Condo in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 bath,23612854,Kristel,,Historisch Centrum,51.22092943480692,4.403647407889366,Entire home/apt,153,1,22,2023-12-23,4.00,1,0,22,
876854801075688354,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 bath,101995416,Bastin,,Historisch Centrum,51.2267917,4.404188,Entire home/apt,126,2,8,2023-12-17,1.58,1,168,8,
877268375758234035,Rental unit in Antwerpen · ★4.47 · 1 bedroom · 4 beds · 1 bath,462138926,Larysa,,Stadspark,51.21011,4.40802,Entire home/apt,139,1,37,2023-12-17,4.87,1,0,37,
877287707081342252,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 2 baths,269771698,Andy,,Zuid,51.207724443026464,4.389706626534462,Entire home/apt,201,1,19,2023-12-21,3.75,1,262,19,
878007998065961395,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,193950108,Jocilene,,Deurne Oost,51.2258082,4.4796868,Private room,55,3,4,2023-08-15,0.57,1,1,4,
878018919852958721,Rental unit in Antwerpen · 2 bedrooms · 4 beds · 1 bath,491918409,Taskin,,Linkeroever,51.22142,4.38144,Entire home/apt,,7,0,,,17,0,0,
879849286817985647,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,512236178,Shinee,,Zuid,51.2112887,4.3965347,Entire home/apt,80,1,24,2023-12-10,7.06,2,246,24,
880290890262759801,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,17858503,Sara,,Borgerhout Extra Muros,51.2136,4.45381,Private room,30,2,0,,,1,17,0,
881957120109395483,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,498672895,Illias,,Historisch Centrum,51.2185582,4.398518399999999,Entire home/apt,187,1,1,2023-05-04,0.13,9,331,1,
881959826243400228,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,498672895,Illias,,Historisch Centrum,51.2185582,4.398518399999999,Entire home/apt,213,1,1,2023-07-10,0.18,9,355,1,
882070794613832547,Rental unit in Antwerpen · 3 bedrooms · 4 beds · 1.5 baths,496406662,Ekaterina,,Haringrode,51.2056,4.42573,Entire home/apt,150,4,1,2023-07-08,0.17,17,365,1,
882292556741824123,Rental unit in Antwerpen · ★4.60 · 2 bedrooms · 2 beds · 1 bath,135960035,Anthony,,Sint-Andries,51.21446,4.39387,Entire home/apt,85,2,5,2023-12-20,0.91,1,356,5,
882481554471493719,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,13145096,Veerle,,Deurne Zuid Oost,51.20172715504696,4.4673389386230555,Entire home/apt,,1,3,2023-05-29,0.39,4,0,3,
882601806689674681,Rental unit in Antwerpen · ★4.63 · 2 bedrooms · 10 beds · 1 bath,127787502,Olena,,Haringrode,51.203,4.41874,Entire home/apt,226,1,8,2023-12-10,1.14,20,338,8,
884626805839094975,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,41045204,Jef,,Borgerhout Intra Muros Noord,51.21958,4.43638,Entire home/apt,,4,4,2023-09-04,0.77,1,0,4,
884801906951904900,Rental unit in Antwerpen · ★4.57 · 1 bedroom · 1 bed · 1 bath,16569185,Cyril,,Borgerhout Intra Muros Zuid,51.21521,4.42922,Entire home/apt,,1,7,2023-07-31,1.02,1,0,7,
884848888105983573,Rental unit in Antwerpen · ★4.63 · 2 bedrooms · 3 beds · 1 bath,513319748,Bertus,,Eilandje,51.22989,4.41168,Entire home/apt,228,1,38,2023-12-24,4.98,1,342,38,
886731746994536394,Rental unit in Antwerpen · ★4.0 · Studio · 3 beds · 1 bath,490705947,Emma,,Universiteitsbuurt,51.2208468,4.4158498,Entire home/apt,71,1,4,2023-12-01,0.60,58,5,4,
886791086429088217,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 2 beds · 1 bath,19485203,Marie,,Sint-Andries,51.21317,4.39807,Entire home/apt,92,1,23,2023-12-19,3.12,3,0,23,
886821307504910143,Rental unit in Antwerpen · Studio · 3 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,1,2023-06-30,0.17,58,339,1,
887007304883156116,Rental unit in Antwerpen · ★4.40 · 2 bedrooms · 5 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,5,2023-11-19,0.67,58,337,5,
887022041081679319,Rental unit in Antwerpen · ★3.75 · Studio · 3 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,4,2023-10-25,0.54,58,344,4,
887030016962857495,Rental unit in Antwerpen · ★4.0 · Studio · 3 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,8,2023-11-20,1.42,58,330,8,
887325495816829160,Condo in Antwerpen · ★5.0 · Studio · 1 bed · 1 bath,234964409,Julie,,Amandus - Atheneum,51.22350722764621,4.4176312191078875,Entire home/apt,,1,7,2023-09-13,1.22,1,0,7,
887420962553869865,Home in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 private bath,6334562,Dorothee,,Haringrode,51.20139,4.42656,Private room,74,1,22,2023-12-17,3.19,1,357,22,
887532081914291546,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 2 beds · 1 bath,471441834,Chris,,Stuivenberg,51.2269575,4.4268673,Entire home/apt,65,3,21,2023-12-26,3.26,1,0,21,
887727210577569700,Rental unit in Antwerpen · 2 bedrooms · 5 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22121,4.41576,Entire home/apt,71,1,2,2023-09-29,0.34,58,340,2,
887732981415968094,Rental unit in Antwerpen · ★4.36 · 2 bedrooms · 5 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,11,2023-11-19,1.53,58,342,11,
887733086318481923,Rental unit in Antwerpen · ★4.20 · 2 bedrooms · 5 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,5,2023-10-30,0.69,58,331,5,
888079747044250912,Rental unit in Antwerpen · 2 bedrooms · 5 beds · 1 bath,514041729,Huur,,Merksem - Heide,51.24812,4.45179,Entire home/apt,65,30,0,,,1,362,0,
888126796125458842,Rental unit in Antwerpen · ★3.67 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,3,2023-10-29,0.58,58,342,3,
888147367776526979,Rental unit in Antwerpen · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,1,2023-08-14,0.22,58,343,1,
888159520923356010,Rental unit in Antwerpen · ★3.71 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,7,2023-11-12,1.05,58,345,7,
888168341532229778,Rental unit in Antwerpen · ★4.14 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,14,2023-12-10,2.09,58,344,14,
888175082417719528,Rental unit in Antwerpen · ★3.50 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,5,2023-10-29,0.80,58,0,5,
888177342758095518,Rental unit in Antwerpen · ★4.0 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,10,2023-10-14,1.40,58,0,10,
888185203568876523,Rental unit in Antwerpen · ★4.17 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,22,2023-11-19,3.10,58,0,22,
888189518447483342,Rental unit in Antwerpen · ★4.0 · 3 bedrooms · 9 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,14,2023-12-10,2.16,58,334,14,
888190368850553086,Rental unit in Antwerpen · ★4.0 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,10,2023-11-26,1.49,58,342,10,
888194754131575914,Rental unit in Antwerpen · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,1,2023-06-14,0.15,58,345,1,
888205707336431325,Rental unit in Antwerpen · ★4.0 · 3 bedrooms · 9 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,17,2023-12-01,3.02,58,333,17,
888216117562402504,Rental unit in Antwerpen · ★4.0 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,3,2023-09-08,0.50,58,334,3,
888224846359426342,Rental unit in Antwerpen · 1 bedroom · 5 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,0,,,58,341,0,
888233735913192819,Rental unit in Antwerpen · ★4.43 · 2 bedrooms · 6 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,7,2023-12-10,1.22,58,334,7,
888245244209649466,Rental unit in Antwerpen · ★4.11 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,18,2023-12-10,2.54,58,0,18,
888253823987591248,Rental unit in Antwerpen · ★4.50 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,8,2023-12-07,1.13,58,342,8,
888258667142973345,Rental unit in Antwerpen · ★4.67 · Studio · 3 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,3,2023-12-04,0.62,58,346,3,
888260422189458254,Rental unit in Antwerpen · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,2,2023-07-02,0.33,58,344,2,
888266976332539037,Rental unit in Antwerpen · ★4.29 · Studio · 3 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,7,2023-09-21,0.97,58,342,7,
888271698490208265,Rental unit in Antwerpen · ★4.56 · 2 bedrooms · 6 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,9,2023-11-29,1.48,58,326,9,
888275046022947596,Boutique hotel in Antwerpen · 1 bedroom · 1 bed · 1 bath,12523959,Tom,,Sint-Andries,51.2160233,4.399328,Private room,203,1,1,2023-07-25,0.19,4,354,1,
888277275071248361,Rental unit in Antwerpen · ★4.18 · 2 bedrooms · 6 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,22,2023-12-10,3.44,58,334,22,
888285601960396851,Loft in Antwerpen · 1 bedroom · 1 bed · 1 private bath,12523959,Tom,,Sint-Andries,51.2160233,4.399328,Private room,255,1,1,2023-05-21,0.14,4,353,1,
888288937399065592,Rental unit in Antwerpen · 2 bedrooms · 6 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,2,2023-09-23,0.36,58,343,2,
888354486885229470,Rental unit in Antwerpen · ★3.89 · 1 bedroom · 1 bed · 1 bath,397485597,G,,Universiteitsbuurt,51.2196431,4.413611299999999,Entire home/apt,100,2,19,2023-11-26,2.69,1,0,19,
888381317556175763,Condo in Antwerpen · ★4.73 · 1 bedroom · 1 bed · 1.5 baths,119122127,Bjorn,,Amandus - Atheneum,51.22017,4.42512,Private room,65,2,11,2023-08-13,1.49,1,297,11,
888885549952323608,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 3 beds · 1 bath,514224835,Gianni,,Theaterbuurt-Meir,51.2149849,4.402830799999999,Entire home/apt,,3,4,2023-07-31,0.55,1,0,4,
888907413323094731,Rental unit in Antwerpen · ★4.63 · 2 bedrooms · 5 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,8,2023-12-02,1.19,58,338,8,
888918161691062336,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 5 beds · 1.5 baths,490705947,Emma,,Universiteitsbuurt,51.22094120000001,4.4161094,Entire home/apt,71,1,4,2023-11-12,0.56,58,342,4,
888990306287836310,Rental unit in Antwerpen · ★3.85 · 2 bedrooms · 6 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,13,2023-10-02,1.81,58,341,13,
889023249824025315,Rental unit in Antwerpen · ★3.83 · 3 bedrooms · 9 beds · 1 bath,490705947,Emma,,Amandus - Atheneum,51.2188325,4.4239681,Entire home/apt,71,1,24,2023-11-22,3.30,58,336,24,
889854656694333449,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1 bath,48552675,Ellah,,Theaterbuurt-Meir,51.21458,4.40986,Entire home/apt,79,2,36,2023-12-17,4.89,1,179,36,
889888278160362132,Home in Antwerpen · ★4.50 · 3 bedrooms · 5 beds · 1 bath,82515107,Nosheen,,Ekeren Centrum,51.27682,4.41325,Entire home/apt,128,1,12,2023-12-18,2.16,1,308,12,
889982818168601833,Rental unit in Antwerpen · ★4.78 · 2 bedrooms · 2 beds · 1.5 baths,384106210,Matthew,,Zuid,51.21016,4.38906,Entire home/apt,211,1,17,2023-12-10,2.29,1,0,17,
